site_id,usgs_gage,sp_start,lat,long,fire_id,ign_date
NA,NA,NA,NA,NA,CA4018312060620010726,2001-07-26
NA,NA,NA,NA,NA,CA3417011706520010614,2001-06-14
BIGC-up,NA,2018-05-11T18:00:00Z,-119.257,37.0587,CA3678111908920010703,2001-07-03
BIGC-down,NA,2018-05-11T18:00:00Z,-119.255,37.0577,CA3678111908920010703,2001-07-03
TECR-up,NA,2018-11-26T17:25:00Z,-119.025,36.9547,CA3678111908920010703,2001-07-03
TECR-down,NA,2018-11-26T17:25:00Z,-119.024,36.9552,CA3678111908920010703,2001-07-03
BIGCtemp,NA,2022-02-01T00:00:00Z,-119.255,37.0577,CA3678111908920010703,2001-07-03
TECRtemp,NA,2022-02-01T00:00:00Z,-119.024,36.9552,CA3678111908920010703,2001-07-03
NA,NA,NA,NA,NA,CA4074312296820010828,2001-08-28
NA,NA,NA,NA,NA,CA4057812322220010831,2001-08-31
NA,NA,NA,NA,NA,CA3726411948120010820,2001-08-20
nwis-11285500,11285500,2013-12-06T11:59:59Z,-120.295,37.8783,CA3777412023620010818,2001-08-18
NA,NA,NA,NA,NA,CA3819512030720010905,2001-09-05
NA,NA,NA,NA,NA,CA3930112062620010812,2001-08-12
NA,NA,NA,NA,NA,OR4262212053120010808,2001-08-08
NA,NA,NA,NA,NA,OR4211712017420010808,2001-08-08
NA,NA,NA,NA,NA,OR4229812131920010803,2001-08-03
NA,NA,NA,NA,NA,OR4479012175120010812,2001-08-12
NA,NA,NA,NA,NA,WA4822012015920010709,2001-07-09
NA,NA,NA,NA,NA,WA4881712003020010709,2001-07-09
NA,NA,NA,NA,NA,WA4849511909420010813,2001-08-13
NA,NA,NA,NA,NA,OR4493111934520010812,2001-08-12
NA,NA,NA,NA,NA,WA4757612078720010813,2001-08-13
NA,NA,NA,NA,NA,WA4816212046320010812,2001-08-12
NA,NA,NA,NA,NA,WA4841512096920010813,2001-08-13
NA,NA,NA,NA,NA,WA4658412110220010813,2001-08-13
NA,NA,NA,NA,NA,WA4879411848120010813,2001-08-13
NA,NA,NA,NA,NA,WA4848511847820010813,2001-08-13
NA,NA,NA,NA,NA,KY3726908354520011028,2001-10-28
NA,NA,NA,NA,NA,KY3728908375920011028,2001-10-28
NA,NA,NA,NA,NA,KY3707708347420011028,2001-10-28
NA,NA,NA,NA,NA,KY3760408381420011107,2001-11-07
NA,NA,NA,NA,NA,KY3734108369720011101,2001-11-01
nwis-03408500,03408500,2014-01-15T04:59:59Z,-84.5547,36.3855,KY3683908454320011111,2001-11-11
nwis-03409500,03409500,2014-01-15T04:59:59Z,-84.6302,36.3883,KY3683908454320011111,2001-11-11
NA,NA,NA,NA,NA,KY3722508379720011103,2001-11-03
NA,NA,NA,NA,NA,KY3679808431520011112,2001-11-12
NA,NA,NA,NA,NA,KY3702208373520011105,2001-11-05
nwis-02336120,02336120,2007-10-01T03:59:59Z,-84.3427,33.8315,GA3465008395920011110,2001-11-10
nwis-02336152,02336152,2012-03-17T04:59:59Z,-84.248,33.8104,GA3465008395920011110,2001-11-10
nwis-023362095,023362095,2012-10-27T03:59:59Z,-84.2747,33.8214,GA3465008395920011110,2001-11-10
nwis-02336240,02336240,2007-10-01T03:59:59Z,-84.3408,33.8029,GA3465008395920011110,2001-11-10
nwis-02336300,02336300,2007-10-01T03:59:59Z,-84.4076,33.8203,GA3465008395920011110,2001-11-10
nwis-02336313,02336313,2007-10-01T03:59:59Z,-84.4388,33.8218,GA3465008395920011110,2001-11-10
nwis-02336340,02336340,2012-12-06T04:59:59Z,-84.3455,33.8979,GA3465008395920011110,2001-11-10
nwis-02336360,02336360,2007-10-01T03:59:59Z,-84.3789,33.8692,GA3465008395920011110,2001-11-10
nwis-02336410,02336410,2007-10-01T03:59:59Z,-84.4394,33.8384,GA3465008395920011110,2001-11-10
Sope,02335870,2014-05-01T00:00:00Z,-84.4433,33.9539,GA3465008395920011110,2001-11-10
NA,NA,NA,NA,NA,GA3464408412720011202,2001-12-02
nwis-03460795,03460795,NA,-83.1119,35.7836,TN3581508319520011110,2001-11-10
NA,NA,NA,NA,NA,FL3028908454320010503,2001-05-03
NA,NA,NA,NA,NA,FL2999908494420010429,2001-04-29
NA,NA,NA,NA,NA,MS3112108908920010523,2001-05-23
NA,NA,NA,NA,NA,MS3110808911720011029,2001-10-29
NA,NA,NA,NA,NA,NC3592708284620011112,2001-11-12
nwis-11273400,11273400,2009-10-07T06:59:59Z,-120.976,37.3472,CA3722512083420010613,2001-06-13
NA,NA,NA,NA,NA,CA3260811660120011208,2001-12-08
NA,NA,NA,NA,NA,CA3279711673520010103,2001-01-03
WhiteSprings,02315500,2018-10-24T17:15:00Z,-82.7383,30.3256,GA3089308235120010519,2001-05-19
WhiteSprings,02315500,2018-10-24T17:15:00Z,-82.7383,30.3256,GA3065608229320010608,2001-06-08
NA,NA,NA,NA,NA,LA2984809348920010629,2001-06-29
NA,NA,NA,NA,NA,LA2990509347820010627,2001-06-27
NA,NA,NA,NA,NA,LA2999309372920011002,2001-10-02
NA,NA,NA,NA,NA,LA2984209372720011019,2001-10-19
NA,NA,NA,NA,NA,MS3045308841920010426,2001-04-26
NA,NA,NA,NA,NA,NE4229010022320010409,2001-04-09
NA,NA,NA,NA,NA,NM3434310667620010614,2001-06-14
NA,NA,NA,NA,NA,OR4591611922520010728,2001-07-28
NA,NA,NA,NA,NA,TX2826309685820010629,2001-06-29
NA,NA,NA,NA,NA,TX2830709649320010317,2001-03-17
NA,NA,NA,NA,NA,WA4604211893720010728,2001-07-28
NA,NA,NA,NA,NA,WA4628812044320010619,2001-06-19
WhiteSprings,02315500,2018-10-24T17:15:00Z,-82.7383,30.3256,GA3102008211820010519,2001-05-19
NA,NA,NA,NA,NA,GA3143608247820010519,2001-05-19
WhiteSprings,02315500,2018-10-24T17:15:00Z,-82.7383,30.3256,GA3113308288620010512,2001-05-12
NA,NA,NA,NA,NA,GA3102308209920010417,2001-04-17
NA,NA,NA,NA,NA,GA3144208140820010511,2001-05-11
NA,NA,NA,NA,NA,ID4598311669620010710,2001-07-10
nwis-13173600,13173600,2008-10-29T05:59:59Z,-117.072,43.731,ID4320111610420010808,2001-08-08
NA,NA,NA,NA,NA,KY3684408551020011108,2001-11-08
NA,NA,NA,NA,NA,KY3689008312020011028,2001-10-28
NA,NA,NA,NA,NA,KY3667708418420010410,2001-04-10
NA,NA,NA,NA,NA,KY3698108344820011024,2001-10-24
NA,NA,NA,NA,NA,KY3742608362520011031,2001-10-31
NA,NA,NA,NA,NA,KY3748808360520011101,2001-11-01
NA,NA,NA,NA,NA,KY3680508379520011031,2001-10-31
NA,NA,NA,NA,NA,KY3686008359020011102,2001-11-02
NA,NA,NA,NA,NA,KY3786008298820011102,2001-11-02
NA,NA,NA,NA,NA,KY3688808375720011104,2001-11-04
NA,NA,NA,NA,NA,KY3670408391620011030,2001-10-30
NA,NA,NA,NA,NA,KY3659408395320011030,2001-10-30
NA,NA,NA,NA,NA,KY3731808285620011115,2001-11-15
NA,NA,NA,NA,NA,KY3773208266120011031,2001-10-31
NA,NA,NA,NA,NA,KY3734908275820011101,2001-11-01
NA,NA,NA,NA,NA,KY3766308290520011101,2001-11-01
NA,NA,NA,NA,NA,KY3746608274220011104,2001-11-04
NA,NA,NA,NA,NA,KY3739908272720011105,2001-11-05
NA,NA,NA,NA,NA,KY3767708236920011102,2001-11-02
NA,NA,NA,NA,NA,KY3752108238320011107,2001-11-07
NA,NA,NA,NA,NA,KY3729608238920011107,2001-11-07
NA,NA,NA,NA,NA,KY3738608276420011111,2001-11-11
NA,NA,NA,NA,NA,KY3737808256020011109,2001-11-09
NA,NA,NA,NA,NA,KY3733908231920011111,2001-11-11
NA,NA,NA,NA,NA,KY3736008228220011111,2001-11-11
NA,NA,NA,NA,NA,KY3742308322520011101,2001-11-01
NA,NA,NA,NA,NA,KY3743608212220011114,2001-11-14
NA,NA,NA,NA,NA,KY3729208248320011115,2001-11-15
NA,NA,NA,NA,NA,KY3729608313220011104,2001-11-04
NA,NA,NA,NA,NA,KY3722008313220011109,2001-11-09
NA,NA,NA,NA,NA,KY3733408321520011109,2001-11-09
NA,NA,NA,NA,NA,LA3036109000520010429,2001-04-29
NA,NA,NA,NA,NA,ME4457406767020010504,2001-05-04
NA,NA,NA,NA,NA,MT4582610950520010505,2001-05-05
NA,NA,NA,NA,NA,NC3553908211420010420,2001-04-20
NA,NA,NA,NA,NA,NE4211110364920010828,2001-08-28
nwis-01408500,01408500,2011-09-23T03:59:59Z,-74.2233,39.9864,NJ3971607438420010610,2001-06-10
nwis-01408500,01408500,2011-09-23T03:59:59Z,-74.2233,39.9864,NJ3984407440220010304,2001-03-04
nwis-01408500,01408500,2011-09-23T03:59:59Z,-74.2233,39.9864,NJ3983107439320010304,2001-03-04
NA,NA,NA,NA,NA,NJ3990807449720010304,2001-03-04
nwis-01408500,01408500,2011-09-23T03:59:59Z,-74.2233,39.9864,NJ3968707456120010304,2001-03-04
nwis-01408500,01408500,2011-09-23T03:59:59Z,-74.2233,39.9864,NJ3966007456120010304,2001-03-04
nwis-01408500,01408500,2011-09-23T03:59:59Z,-74.2233,39.9864,NJ3977907478420010220,2001-02-20
NA,NA,NA,NA,NA,NM3694810496220010429,2001-04-29
NA,NA,NA,NA,NA,NM3673910499820010510,2001-05-10
NA,NA,NA,NA,NA,NM3149810870620010624,2001-06-24
NA,NA,NA,NA,NA,TX3065109467820010713,2001-07-13
NA,NA,NA,NA,NA,AZ3621211197620010715,2001-07-15
NA,NA,NA,NA,NA,AZ3633811232120010817,2001-08-17
NA,NA,NA,NA,NA,AZ3624811222920010829,2001-08-29
NA,NA,NA,NA,NA,WY4343911091120010722,2001-07-22
NA,NA,NA,NA,NA,SD4385710242420011028,2001-10-28
NA,NA,NA,NA,NA,AR3595809292220010313,2001-03-13
NA,NA,NA,NA,NA,AR3597009295320010321,2001-03-21
NA,NA,NA,NA,NA,MO3718109115320010409,2001-04-09
NA,NA,NA,NA,NA,KS3843109651920010319,2001-03-19
NA,NA,NA,NA,NA,SD4353210347920011008,2001-10-08
NA,NA,NA,NA,NA,VA3792907873120011118,2001-11-18
NA,NA,NA,NA,NA,WV3778408093720011108,2001-11-08
NA,NA,NA,NA,NA,OR4452911961920011002,2001-10-02
BIGC-up,NA,2018-05-11T18:00:00Z,-119.257,37.0587,CA3695911870020010730,2001-07-30
BIGC-down,NA,2018-05-11T18:00:00Z,-119.255,37.0577,CA3695911870020010730,2001-07-30
TECR-up,NA,2018-11-26T17:25:00Z,-119.025,36.9547,CA3695911870020010730,2001-07-30
TECR-down,NA,2018-11-26T17:25:00Z,-119.024,36.9552,CA3695911870020010730,2001-07-30
BIGCtemp,NA,2022-02-01T00:00:00Z,-119.255,37.0577,CA3695911870020010730,2001-07-30
TECRtemp,NA,2022-02-01T00:00:00Z,-119.024,36.9552,CA3695911870020010730,2001-07-30
NA,NA,NA,NA,NA,CA3766311948220010710,2001-07-10
NA,NA,NA,NA,NA,TN3561408386720010423,2001-04-23
nwis-03512000,03512000,NA,-83.3536,35.4614,NC3550208345820011110,2001-11-10
NA,NA,NA,NA,NA,OR4478711972120010710,2001-07-10
NA,NA,NA,NA,NA,OR4536911891720010710,2001-07-10
NA,NA,NA,NA,NA,OR4504111896720010813,2001-08-13
NA,NA,NA,NA,NA,SC3378608047120010417,2001-04-17
NA,NA,NA,NA,NA,SC3331108052920011026,2001-10-26
nwis-02135000,02135000,2013-07-04T04:59:59Z,-79.247,34.0571,SC3429207916320011027,2001-10-27
nwis-02110400,02110400,2007-10-01T04:59:59Z,-78.7197,33.9535,SC3383207876920011107,2001-11-07
nwis-02110500,02110500,2007-10-01T04:59:59Z,-78.715,33.9127,SC3383207876920011107,2001-11-07
nwis-02110550,02110550,2013-06-22T04:59:59Z,-78.8972,33.8508,SC3383207876920011107,2001-11-07
nwis-02110701,02110701,2007-10-07T04:59:59Z,-79.0411,33.861,SC3383207876920011107,2001-11-07
nwis-02110704,02110704,2007-10-01T04:59:59Z,-79.0436,33.8329,SC3383207876920011107,2001-11-07
NA,NA,NA,NA,NA,SD4379110322020010106,2001-01-06
NA,NA,NA,NA,NA,SD4499010237020010829,2001-08-29
NA,NA,NA,NA,NA,SD4374510335020010419,2001-04-19
NA,NA,NA,NA,NA,SD4416310071520010907,2001-09-07
NA,NA,NA,NA,NA,TN3540308551820011031,2001-10-31
NA,NA,NA,NA,NA,TN3560708550120011031,2001-10-31
NA,NA,NA,NA,NA,TN3531408562620011101,2001-11-01
NA,NA,NA,NA,NA,TN3529508548720011102,2001-11-02
NA,NA,NA,NA,NA,TN3557608549120011104,2001-11-04
NA,NA,NA,NA,NA,TN3551308531120011104,2001-11-04
NA,NA,NA,NA,NA,TN3544608511320011105,2001-11-05
NA,NA,NA,NA,NA,TN3554308502120011106,2001-11-06
WALK-up,NA,2016-08-01T00:00:00Z,-84.2793,35.9585,TN3610608438420011107,2001-11-07
WALK-down,NA,2016-08-01T00:00:00Z,-84.2792,35.9572,TN3610608438420011107,2001-11-07
nwis-03408500,03408500,2014-01-15T04:59:59Z,-84.5547,36.3855,TN3610608438420011107,2001-11-07
nwis-03409500,03409500,2014-01-15T04:59:59Z,-84.6302,36.3883,TN3610608438420011107,2001-11-07
nwis-03538830,03538830,2014-01-14T09:59:59Z,-84.9614,36.0617,TN3610608438420011107,2001-11-07
nwis-03539600,03539600,2014-01-14T09:59:59Z,-84.8225,35.9977,TN3610608438420011107,2001-11-07
nwis-03539778,03539778,2014-01-14T04:59:59Z,-84.7183,36.1031,TN3610608438420011107,2001-11-07
WALKtemp,NA,2022-02-01T00:00:00Z,-84.2792,35.9572,TN3610608438420011107,2001-11-07
WALK,NA,2022-04-15T00:00:00Z,-84.2793,35.9585,TN3610608438420011107,2001-11-07
NA,NA,NA,NA,NA,TN3628108518020011109,2001-11-09
NA,NA,NA,NA,NA,TN3499808546020011110,2001-11-10
NA,NA,NA,NA,NA,TN3558108403220011113,2001-11-13
NA,NA,NA,NA,NA,TN3637808512720011113,2001-11-13
LECO-up,NA,2017-05-01T00:00:00Z,-83.5034,35.6891,TN3581608365720011113,2001-11-13
LECO-down,NA,2017-05-01T00:00:00Z,-83.5044,35.6922,TN3581608365720011113,2001-11-13
LECOtemp,NA,2022-02-01T00:00:00Z,-83.5044,35.6922,TN3581608365720011113,2001-11-13
NA,NA,NA,NA,NA,TN3657708404920011203,2001-12-03
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2807108139920010312,2001-03-12
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2807108139920010312,2001-03-12
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2807108139920010312,2001-03-12
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2807108139920010312,2001-03-12
NA,NA,NA,NA,NA,TX3064010042120010623,2001-06-23
NA,NA,NA,NA,NA,TX3069710413920010529,2001-05-29
NA,NA,NA,NA,NA,TX3350610064920010629,2001-06-29
NA,NA,NA,NA,NA,TX2821709692020010722,2001-07-22
NA,NA,NA,NA,NA,TX2823509684420010722,2001-07-22
NA,NA,NA,NA,NA,TX2827809693820010722,2001-07-22
NA,NA,NA,NA,NA,LA2984609351520011028,2001-10-28
nwis-02320250,02320250,2014-07-03T03:59:59Z,-82.9974,30.0061,FL2991908306120010528,2001-05-28
nwis-02323502,02323502,2014-07-03T03:59:59Z,-82.9332,29.5891,FL2991908306120010528,2001-05-28
nwis-02323566,02323566,2014-07-02T03:59:59Z,-82.9768,29.4897,FL2991908306120010528,2001-05-28
Branford,02320500,2018-10-24T20:00:00Z,-82.9278,29.9556,FL2991908306120010528,2001-05-28
NA,NA,NA,NA,NA,FL2992708495620010227,2001-02-27
NA,NA,NA,NA,NA,FL2997708499320010219,2001-02-19
NA,NA,NA,NA,NA,FL3004908487120010126,2001-01-26
NA,NA,NA,NA,NA,FL3005308497420010416,2001-04-16
NA,NA,NA,NA,NA,FL3009808507520011009,2001-10-09
NA,NA,NA,NA,NA,FL3012008507620010126,2001-01-26
NA,NA,NA,NA,NA,FL3013208495520010126,2001-01-26
NA,NA,NA,NA,NA,FL3012808503120010219,2001-02-19
NA,NA,NA,NA,NA,FL3015608499020010126,2001-01-26
NA,NA,NA,NA,NA,FL3016208490020010627,2001-06-27
NA,NA,NA,NA,NA,FL3017708504720011017,2001-10-17
NA,NA,NA,NA,NA,FL3018308500020011110,2001-11-10
NA,NA,NA,NA,NA,FL3018908506020010307,2001-03-07
NA,NA,NA,NA,NA,FL3019308497120011009,2001-10-09
NA,NA,NA,NA,NA,FL3020008482920010416,2001-04-16
NA,NA,NA,NA,NA,FL3023108481320010227,2001-02-27
NA,NA,NA,NA,NA,FL3021808493020010416,2001-04-16
NA,NA,NA,NA,NA,FL3025808487320010729,2001-07-29
NA,NA,NA,NA,NA,FL3027908481420010323,2001-03-23
NA,NA,NA,NA,NA,FL3028808490020010126,2001-01-26
NA,NA,NA,NA,NA,FL3029608485220010416,2001-04-16
FLNT-up,NA,2018-02-07T00:00:00Z,-84.4384,31.1846,GA3083808464420010416,2001-04-16
FLNT-down,NA,2018-03-01T00:01:21Z,-84.4384,31.1846,GA3083808464420010416,2001-04-16
FLNTtemp,NA,2022-02-01T00:00:00Z,-84.4384,31.1846,GA3083808464420010416,2001-04-16
NA,NA,NA,NA,NA,GA3086408481720010416,2001-04-16
NA,NA,NA,NA,NA,GA3087908470120010227,2001-02-27
NA,NA,NA,NA,NA,GA3088508472420010416,2001-04-16
FLNT-up,NA,2018-02-07T00:00:00Z,-84.4384,31.1846,GA3091108467420010323,2001-03-23
FLNT-down,NA,2018-03-01T00:01:21Z,-84.4384,31.1846,GA3091108467420010323,2001-03-23
FLNTtemp,NA,2022-02-01T00:00:00Z,-84.4384,31.1846,GA3091108467420010323,2001-03-23
NA,NA,NA,NA,NA,TX3324709941920010727,2001-07-27
NA,NA,NA,NA,NA,NM3350110795720010612,2001-06-12
NA,NA,NA,NA,NA,NM3355910852220011026,2001-10-26
NA,NA,NA,NA,NA,AZ3330610988320010806,2001-08-06
NA,NA,NA,NA,NA,NM3423610617320010715,2001-07-15
AF,09512500,NA,-112.066,34.256100000000004,AZ3435911188420010617,2001-06-17
NA,NA,NA,NA,NA,AZ3443411070120011024,2001-10-24
AF,09512500,NA,-112.066,34.256100000000004,AZ3453011200320010625,2001-06-25
NA,NA,NA,NA,NA,AZ3459411115720011024,2001-10-24
NA,NA,NA,NA,NA,AZ3462411119620011024,2001-10-24
NA,NA,NA,NA,NA,OK3472809473820010409,2001-04-09
NA,NA,NA,NA,NA,AR3478709425420010409,2001-04-09
NA,NA,NA,NA,NA,TN3536408558820011109,2001-11-09
NA,NA,NA,NA,NA,TN3570408494820011109,2001-11-09
NA,NA,NA,NA,NA,AR3582309303620010309,2001-03-09
nwis-03538830,03538830,2014-01-14T09:59:59Z,-84.9614,36.0617,TN3592208475720011110,2001-11-10
nwis-03539600,03539600,2014-01-14T09:59:59Z,-84.8225,35.9977,TN3592208475720011110,2001-11-10
nwis-03539778,03539778,2014-01-14T04:59:59Z,-84.7183,36.1031,TN3592208475720011110,2001-11-10
nwis-03408500,03408500,2014-01-15T04:59:59Z,-84.5547,36.3855,TN3622408432420011220,2001-12-20
nwis-03409500,03409500,2014-01-15T04:59:59Z,-84.6302,36.3883,TN3622408432420011220,2001-12-20
nwis-03408500,03408500,2014-01-15T04:59:59Z,-84.5547,36.3855,TN3626108428620011110,2001-11-10
nwis-03409500,03409500,2014-01-15T04:59:59Z,-84.6302,36.3883,TN3626108428620011110,2001-11-10
nwis-03408500,03408500,2014-01-15T04:59:59Z,-84.5547,36.3855,TN3630408481420011109,2001-11-09
nwis-03409500,03409500,2014-01-15T04:59:59Z,-84.6302,36.3883,TN3630408481420011109,2001-11-09
nwis-07177500,07177500,2007-10-01T04:59:59Z,-95.9542,36.2784,OK3650209619120010424,2001-04-24
nwis-07178200,07178200,2007-10-01T04:59:59Z,-95.8194,36.2232,OK3650209619120010424,2001-04-24
nwis-07177500,07177500,2007-10-01T04:59:59Z,-95.9542,36.2784,OK3656209655020010424,2001-04-24
nwis-07178200,07178200,2007-10-01T04:59:59Z,-95.8194,36.2232,OK3656209655020010424,2001-04-24
nwis-07177500,07177500,2007-10-01T04:59:59Z,-95.9542,36.2784,OK3656509658020010424,2001-04-24
nwis-07178200,07178200,2007-10-01T04:59:59Z,-95.8194,36.2232,OK3656509658020010424,2001-04-24
NA,NA,NA,NA,NA,TN3657008311520011110,2001-11-10
nwis-07177500,07177500,2007-10-01T04:59:59Z,-95.9542,36.2784,OK3657809651020010424,2001-04-24
nwis-07178200,07178200,2007-10-01T04:59:59Z,-95.8194,36.2232,OK3657809651020010424,2001-04-24
NA,NA,NA,NA,NA,VA3660908302120010219,2001-02-19
NA,NA,NA,NA,NA,KY3666408402620010219,2001-02-19
nwis-07177500,07177500,2007-10-01T04:59:59Z,-95.9542,36.2784,OK3666809604820010424,2001-04-24
nwis-07178200,07178200,2007-10-01T04:59:59Z,-95.8194,36.2232,OK3666809604820010424,2001-04-24
nwis-07177500,07177500,2007-10-01T04:59:59Z,-95.9542,36.2784,OK3670109643820010424,2001-04-24
nwis-07178200,07178200,2007-10-01T04:59:59Z,-95.8194,36.2232,OK3670109643820010424,2001-04-24
NA,NA,NA,NA,NA,CO3725510752320010518,2001-05-18
NA,NA,NA,NA,NA,CO3753810397920010708,2001-07-08
NA,NA,NA,NA,NA,WV3755508198520011119,2001-11-19
NA,NA,NA,NA,NA,UT4168911240520010713,2001-07-13
REDB-up,NA,2018-05-29T20:30:00Z,-111.796,40.7847,UT4045011198020010716,2001-07-16
REDB-down,NA,2018-05-29T20:30:00Z,-111.798,40.7837,UT4045011198020010716,2001-07-16
REDBtemp,NA,2022-02-01T00:00:00Z,-111.798,40.7837,UT4045011198020010716,2001-07-16
NA,NA,NA,NA,NA,UT4152511252520010717,2001-07-17
NA,NA,NA,NA,NA,VA3661808301520011112,2001-11-12
NA,NA,NA,NA,NA,WA4819711984220010813,2001-08-13
nwis-01608500,01608500,2007-10-01T03:59:59Z,-78.6542,39.447,WV3917507890320011024,2001-10-24
NA,NA,NA,NA,NA,WV3731508172520011029,2001-10-29
NA,NA,NA,NA,NA,WV3751008191320011029,2001-10-29
NA,NA,NA,NA,NA,WV3734308162620011030,2001-10-30
NA,NA,NA,NA,NA,WV3796308139620011031,2001-10-31
NA,NA,NA,NA,NA,WV3731208177220011101,2001-11-01
NA,NA,NA,NA,NA,WV3740608169020011031,2001-10-31
NA,NA,NA,NA,NA,WV3738208166920011101,2001-11-01
NA,NA,NA,NA,NA,WV3762308120620011102,2001-11-02
NA,NA,NA,NA,NA,WV3750708190020011102,2001-11-02
NA,NA,NA,NA,NA,WV3741508116920011110,2001-11-10
NA,NA,NA,NA,NA,WV3764508173920011111,2001-11-11
NA,NA,NA,NA,NA,WV3748608192920011112,2001-11-12
NA,NA,NA,NA,NA,WV3746808162020011113,2001-11-13
NA,NA,NA,NA,NA,WV3795408139020011109,2001-11-09
NA,NA,NA,NA,NA,WV3798108222320011023,2001-10-23
NA,NA,NA,NA,NA,WV3808808137720011023,2001-10-23
NA,NA,NA,NA,NA,WV3767608222920011023,2001-10-23
NA,NA,NA,NA,NA,WV3797708188420011024,2001-10-24
NA,NA,NA,NA,NA,WV3755908211120011025,2001-10-25
NA,NA,NA,NA,NA,WV3794608163320011030,2001-10-30
NA,NA,NA,NA,NA,WV3770808175820011030,2001-10-30
NA,NA,NA,NA,NA,WV3787708213220011030,2001-10-30
NA,NA,NA,NA,NA,WV3760908210620011031,2001-10-31
NA,NA,NA,NA,NA,WV3815808173220011031,2001-10-31
NA,NA,NA,NA,NA,WV3803408191520011031,2001-10-31
NA,NA,NA,NA,NA,WV3791908234820011031,2001-10-31
NA,NA,NA,NA,NA,WV3766008212720011031,2001-10-31
NA,NA,NA,NA,NA,WV3770908228920011101,2001-11-01
NA,NA,NA,NA,NA,WV3816608142220011101,2001-11-01
NA,NA,NA,NA,NA,WV3782908201520011101,2001-11-01
NA,NA,NA,NA,NA,WV3787508237220011102,2001-11-02
NA,NA,NA,NA,NA,WV3760708202720011106,2001-11-06
NA,NA,NA,NA,NA,WV3804108138320011106,2001-11-06
NA,NA,NA,NA,NA,WV3814808163920011107,2001-11-07
NA,NA,NA,NA,NA,WV3807508144220011108,2001-11-08
NA,NA,NA,NA,NA,WV3795308212620011108,2001-11-08
NA,NA,NA,NA,NA,WV3756808187320011109,2001-11-09
NA,NA,NA,NA,NA,WV3756208209720011110,2001-11-10
NA,NA,NA,NA,NA,WV3768208189220011013,2001-10-13
NA,NA,NA,NA,NA,WV3803808223020011113,2001-11-13
NA,NA,NA,NA,NA,WV3797808163820011117,2001-11-17
NA,NA,NA,NA,NA,WV3815208209920011119,2001-11-19
NA,NA,NA,NA,NA,WV3798408221020011205,2001-12-05
NA,NA,NA,NA,NA,TX3548610140120010320,2001-03-20
NA,NA,NA,NA,NA,TX3552610127020010320,2001-03-20
NA,NA,NA,NA,NA,TX3555810138620010320,2001-03-20
NA,NA,NA,NA,NA,TX3556810126620010320,2001-03-20
NA,NA,NA,NA,NA,TX3478510045020010717,2001-07-17
Cameo,09095500,2018-07-07T23:30:00Z,-108.266,39.239,CO3926710806720010417,2001-04-17
Cameo1,NA,2018-07-07T23:00:00Z,-108.268,39.2371,CO3926710806720010417,2001-04-17
Cameo2,NA,2018-07-07T23:00:00Z,-108.26,39.23,CO3926710806720010417,2001-04-17
NA,NA,NA,NA,NA,AZ3401710978620011012,2001-10-12
NA,NA,NA,NA,NA,AZ3591710925120010501,2001-05-01
NA,NA,NA,NA,NA,MS3108308910020010123,2001-01-23
NA,NA,NA,NA,NA,AL3109408765820010218,2001-02-18
NA,NA,NA,NA,NA,KY3699608329320010421,2001-04-21
NA,NA,NA,NA,NA,FL2872208264420011002,2001-10-02
NA,NA,NA,NA,NA,AZ3172511145920010605,2001-06-05
NA,NA,NA,NA,NA,AZ3166011144820010528,2001-05-28
NA,NA,NA,NA,NA,AZ3179211141720010615,2001-06-15
NA,NA,NA,NA,NA,AZ3161111150120010616,2001-06-16
NA,NA,NA,NA,NA,AZ3156111147220010606,2001-06-06
NA,NA,NA,NA,NA,AZ3151711147720010524,2001-05-24
NA,NA,NA,NA,NA,AZ3155711154620010618,2001-06-18
NA,NA,NA,NA,NA,FL2873808264420011003,2001-10-03
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2744508139320010218,2001-02-18
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2744508139320010218,2001-02-18
nwis-02266200,02266200,2009-07-10T04:59:59Z,-81.6165,28.385,FL2744508139320010218,2001-02-18
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2744508139320010218,2001-02-18
nwis-02234000,02234000,2010-11-11T04:59:59Z,-81.0353,28.7142,FL2908308144920011107,2001-11-07
nwis-02234500,02234500,2010-11-10T04:59:59Z,-81.3242,28.838,FL2908308144920011107,2001-11-07
nwis-02235500,02235500,2009-08-18T04:59:59Z,-81.3398,28.9442,FL2908308144920011107,2001-11-07
nwis-02236000,02236000,2010-11-10T04:59:59Z,-81.3826,29.0083,FL2908308144920011107,2001-11-07
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2908308144920011107,2001-11-07
nwis-02234000,02234000,2010-11-11T04:59:59Z,-81.0353,28.7142,FL2906408141220010328,2001-03-28
nwis-02234500,02234500,2010-11-10T04:59:59Z,-81.3242,28.838,FL2906408141220010328,2001-03-28
